STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/31/2003,34,35,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/1/2003,33,34,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/2/2003,37,39,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/3/2003,39,45,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/4/2003,21,32,10
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/5/2003,18,27,8
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/6/2003,24,32,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/7/2003,13,18,8
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/8/2003,20,30,10
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/9/2003,15,26,4
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/10/2003,18,28,8
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/11/2003,19,32,5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/12/2003,13,21,4
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/13/2003,22,32,11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/14/2003,25,35,14
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/15/2003,24,29,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/16/2003,23,28,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/17/2003,27,32,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/18/2003,31,37,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/19/2003,33,41,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/20/2003,39,50,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/21/2003,37,50,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/22/2003,28,35,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/23/2003,20,28,12
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/24/2003,15,23,6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/25/2003,8,17,-2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/26/2003,18,30,5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/27/2003,21,32,10
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/28/2003,27,40,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/1/2003,30,39,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/2/2003,21,32,10
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/3/2003,20,31,8
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/4/2003,25,34,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/5/2003,22,24,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/6/2003,20,28,11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/7/2003,29,35,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/8/2003,28,42,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/9/2003,10,13,6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/10/2003,11,20,2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/11/2003,31,44,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/12/2003,35,42,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/13/2003,31,35,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/14/2003,39,55,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/15/2003,44,57,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/16/2003,55,67,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/17/2003,57,73,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/18/2003,41,44,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/19/2003,43,49,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/20/2003,54,65,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/21/2003,44,48,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/22/2003,43,47,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/23/2003,52,63,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/24/2003,58,74,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/25/2003,49,58,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/26/2003,45,59,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/27/2003,54,67,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/28/2003,49,61,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/29/2003,32,38,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/30/2003,33,43,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/31/2003,40,55,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/1/2003,60,81,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/2/2003,54,72,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/3/2003,42,47,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/4/2003,36,39,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/5/2003,29,33,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/6/2003,34,37,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/7/2003,31,34,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/8/2003,32,32,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/9/2003,36,43,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/10/2003,42,58,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/11/2003,51,70,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/12/2003,43,49,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/13/2003,48,67,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/14/2003,67,85,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/15/2003,75,86,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/16/2003,55,69,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/17/2003,42,44,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/18/2003,43,46,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/19/2003,60,79,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/20/2003,59,68,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/21/2003,47,51,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/22/2003,46,56,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/23/2003,43,56,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/24/2003,49,60,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/25/2003,50,57,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/26/2003,48,58,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/27/2003,56,75,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/28/2003,66,77,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/29/2003,54,63,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/30/2003,57,68,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/1/2003,50,54,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/2/2003,45,53,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/3/2003,46,57,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/4/2003,46,59,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/5/2003,61,69,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/6/2003,60,72,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/7/2003,53,57,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/8/2003,55,61,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/9/2003,69,84,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/10/2003,65,74,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/11/2003,60,71,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/12/2003,59,67,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/13/2003,61,73,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/14/2003,53,59,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/15/2003,52,57,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/16/2003,55,65,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/17/2003,59,68,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/18/2003,60,71,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/19/2003,66,74,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/20/2003,58,68,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/21/2003,51,57,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/22/2003,50,61,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/23/2003,53,64,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/24/2003,57,70,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/25/2003,57,67,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/26/2003,59,71,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/27/2003,62,75,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/28/2003,59,71,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/29/2003,58,67,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/30/2003,58,71,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/31/2003,48,58,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/1/2003,51,63,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/2/2003,53,68,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/3/2003,57,61,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/4/2003,58,68,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/5/2003,63,78,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/6/2003,61,72,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/7/2003,66,77,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/8/2003,62,67,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/9/2003,65,76,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/10/2003,67,78,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/11/2003,61,68,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/12/2003,61,67,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/13/2003,64,70,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/14/2003,65,78,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/15/2003,66,75,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/16/2003,66,79,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/17/2003,67,81,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/18/2003,74,90,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/19/2003,60,68,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/20/2003,59,73,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/21/2003,64,80,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/22/2003,70,85,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/23/2003,75,88,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/24/2003,79,92,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/25/2003,82,92,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/26/2003,68,75,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/27/2003,70,83,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/28/2003,73,82,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/29/2003,74,83,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/30/2003,72,85,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/1/2003,73,86,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/2/2003,75,89,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/3/2003,79,93,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/4/2003,84,94,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/5/2003,78,88,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/6/2003,78,88,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/7/2003,79,88,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/8/2003,72,78,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/9/2003,69,74,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/10/2003,73,82,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/11/2003,69,77,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/12/2003,71,81,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/13/2003,70,83,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/14/2003,70,84,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/15/2003,77,86,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/16/2003,72,84,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/17/2003,75,86,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/18/2003,66,75,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/19/2003,68,83,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/20/2003,76,86,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/21/2003,75,82,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/22/2003,68,74,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/23/2003,67,75,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/24/2003,67,80,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/25/2003,71,83,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/26/2003,77,83,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/27/2003,74,82,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/28/2003,65,73,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/29/2003,68,82,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/30/2003,69,84,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/31/2003,75,86,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/1/2003,75,85,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/2/2003,72,84,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/3/2003,71,79,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/4/2003,69,76,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/5/2003,71,80,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/6/2003,74,83,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/7/2003,73,80,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/8/2003,69,74,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/9/2003,70,77,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/10/2003,73,85,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/11/2003,69,74,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/12/2003,71,75,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/13/2003,72,81,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/14/2003,77,86,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/15/2003,79,88,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/16/2003,83,92,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/17/2003,78,84,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/18/2003,73,84,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/19/2003,71,83,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/20/2003,77,89,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/21/2003,84,95,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/22/2003,71,80,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/23/2003,69,80,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/24/2003,72,86,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/25/2003,83,95,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/26/2003,82,92,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/27/2003,74,81,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/28/2003,76,92,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/29/2003,76,83,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/30/2003,68,74,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/31/2003,66,70,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/1/2003,63,65,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/2/2003,67,74,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/3/2003,72,83,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/4/2003,62,72,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/5/2003,62,75,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/6/2003,66,81,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/7/2003,73,86,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/8/2003,72,84,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/9/2003,72,82,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/10/2003,72,83,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/11/2003,74,84,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/12/2003,72,83,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/13/2003,75,82,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/14/2003,67,75,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/15/2003,63,74,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/16/2003,66,82,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/17/2003,68,82,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/18/2003,68,81,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/19/2003,58,67,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/20/2003,56,71,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/21/2003,62,76,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/22/2003,62,69,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/23/2003,59,70,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/24/2003,62,71,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/25/2003,53,61,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/26/2003,57,65,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/27/2003,54,61,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/28/2003,52,58,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/29/2003,50,58,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/30/2003,48,56,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/1/2003,44,53,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/2/2003,42,53,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/3/2003,48,53,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/4/2003,49,58,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/5/2003,47,57,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/6/2003,48,61,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/7/2003,61,80,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/8/2003,64,80,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/9/2003,62,73,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/10/2003,64,77,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/11/2003,66,78,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/12/2003,58,69,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/13/2003,57,73,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/14/2003,53,58,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/15/2003,50,62,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/16/2003,45,53,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/17/2003,44,57,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/18/2003,57,70,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/19/2003,56,64,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/20/2003,66,85,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/21/2003,55,64,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/22/2003,48,55,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/23/2003,46,53,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/24/2003,48,60,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/25/2003,52,58,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/26/2003,60,45,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/27/2003,38,44,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/28/2003,48,55,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/29/2003,44,48,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/30/2003,55,70,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/31/2003,58,67,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/1/2003,47,49,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/2/2003,52,55,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/3/2003,49,51,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/4/2003,59,70,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/5/2003,42,47,37
